
ESTACION_ID;FECHA_MEDICION;CN_3;VIENTO_RAF;VIENTO_VEL;CN_4;LLUVIA_DIARIO;LLUVIA_FORM;SOL_DURACION;NIEVE_PROF;AVG_NUBES;AVG_PR_VAPOR;AVG_PR_ATM;AVG_TEMP;AVG_HUM;TEMP_MAX;TEMP_MIN;TEMP_MIN_BAJOSUELO;FINAL_REG
       3379;20100101;   10;  10.7;   1.6;   10;   4.3;   8;    0.000;   0;   7.3;   7.0;  931.90;    3.1;   91.00;    4.9;    0.1;    0.0;eor
       3379;20100102;   10;  11.6;   4.2;   10;   0.7;   7;    0.600;   4;   6.0;   4.4;  950.80;   -2.5;   86.00;    0.1;   -5.3;   -7.0;eor
       3379;20100103;   10;   8.3;   2.8;   10;   0.0;   0;    3.300;   4;   4.8;   3.1;  956.50;   -3.6;   68.00;   -0.3;   -5.8;   -7.4;eor
       3379;20100104;   10;   4.4;   1.6;   10;   0.0;   0;    7.600;   4;   1.9;   3.0;  951.30;   -4.9;   72.00;   -0.1;   -8.5;  -10.6;eor
       3379;20100105;   10;   6.0;   2.2;   10;   0.0;   7;    0.000;   2;   7.7;   3.3;  943.60;   -6.7;   88.00;   -5.3;   -9.6;  -10.4;eor
       3379;20100106;   10;   4.2;   1.4;   10;   0.4;   7;    0.000;   2;   8.0;   3.7;  939.70;   -4.6;   84.00;   -2.9;   -6.6;   -6.2;eor
       3379;20100107;   10;   4.8;   1.5;   10;   1.6;   7;    4.200;   3;   6.0;   4.2;  946.10;   -2.4;   82.00;    0.5;   -3.9;   -5.6;eor
       3379;20100108;   10;   8.1;   3.2;   10;   0.4;   8;    0.000;   4;   8.0;   4.4;  945.40;   -3.5;   93.00;   -2.8;   -4.1;   -4.1;eor
       3379;20100109;   10;   5.0;   2.0;   10;   0.6;   8;    0.000;   4;   8.0;   4.2;  942.20;   -4.4;   95.00;   -3.8;   -4.9;   -4.7;eor
       3379;20100110;   10;   5.5;   2.2;   10;   1.4;   7;    0.000;   4;   7.9;   4.0;  948.00;   -4.1;   90.00;   -3.4;   -4.8;   -4.9;eor
       3379;20100111;   10;   4.4;   2.2;   10;   3.9;   7;    0.000;   6;   7.7;   4.1;  952.00;   -4.0;   90.00;   -3.2;   -4.8;   -5.2;eor
       3379;20100112;   10;   7.2;   2.2;   10;   0.0;   7;    3.100;  15;   6.9;   4.1;  950.90;   -3.5;   88.00;   -1.0;   -5.9;   -6.7;eor
       3379;20100113;   10;   4.7;   2.0;   10;   2.7;   7;    0.000;  13;   7.8;   3.8;  945.70;   -5.1;   92.00;   -2.9;   -7.1;   -6.9;eor
       3379;20100114;   10;   7.0;   2.4;   10;   0.0;   0;    2.800;  14;   7.1;   4.6;  946.60;   -2.2;   89.00;    0.6;   -3.7;   -3.8;eor
       3379;20100115;   10;   5.0;   1.4;   10;   0.0;   7;    0.000;  12;   8.0;   4.6;  958.10;   -2.5;   90.00;   -1.4;   -3.7;   -3.7;eor
       3379;20100116;   10;   7.4;   2.6;   10;   2.4;   8;    0.200;  11;   7.8;   4.4;  958.40;   -3.2;   91.00;   -2.0;   -4.0;   -4.3;eor
       3379;20100117;   10;  17.3;   4.7;   10;   3.6;   6;    1.200;   9;   7.1;   6.3;  954.80;    2.8;   84.00;    6.7;   -2.4;   -2.7;eor
       3379;20100118;   10;   8.2;   2.3;   10;   0.1;   8;    1.100;   0;   7.2;   6.1;  962.80;    2.6;   83.00;    4.3;    0.7;   -0.9;eor
       3379;20100119;   10;   4.6;   1.3;   10;   0.0;   0;    3.300;   0;   5.9;   5.6;  959.10;    1.0;   86.00;    5.2;   -1.6;   -3.7;eor
       3379;20100120;   10;   5.7;   2.0;   10;   0.0;   0;    0.000;   0;   7.9;   5.2;  953.30;   -0.4;   88.00;    0.4;   -1.3;   -1.4;eor
       3379;20100121;   10;   4.2;   1.3;   10;   0.0;   7;    0.000;   0;   8.0;   5.0;  958.20;   -0.5;   85.00;    0.3;   -1.6;   -2.1;eor
       3379;20100122;   10;   4.6;   1.9;   10;   0.0;   0;    0.000;   0;   8.0;   5.1;  961.60;   -0.7;   88.00;    0.2;   -1.9;   -1.7;eor
       3379;20100123;   10;   4.9;   2.0;   10;   0.0;   0;    0.000;   0;   8.0;   4.5;  960.50;   -1.8;   84.00;   -0.9;   -2.7;   -2.6;eor
       3379;20100124;   10;   5.6;   2.3;   10;   0.0;   0;    0.000;   0;   8.0;   4.2;  960.50;   -2.8;   85.00;   -1.6;   -4.0;   -3.7;eor
       3379;20100125;   10;   4.8;   1.9;   10;   1.5;   8;    0.400;   0;   7.9;   4.4;  962.60;   -2.4;   86.00;    0.2;   -4.2;   -4.0;eor
       3379;20100126;   10;   9.5;   2.7;   10;   2.6;   7;    0.000;   3;   7.8;   3.9;  967.00;   -4.8;   90.00;   -2.0;   -8.1;   -9.2;eor
       3379;20100127;   10;   8.6;   2.6;   10;   4.2;   7;    0.000;   6;   7.9;   3.0;  962.40;   -7.4;   87.00;   -3.7;   -9.3;   -8.6;eor
       3379;20100128;   10;  15.0;   6.6;   10;   0.7;   7;    0.000;  11;   7.3;   4.6;  944.30;   -1.9;   87.00;   -0.8;   -3.8;   -5.1;eor
       3379;20100129;   10;  13.9;   5.1;   10;   4.2;   8;    0.600;  12;   8.0;   5.0;  932.00;    0.0;   82.00;    1.7;   -1.5;   -3.1;eor
       3379;20100130;   10;  12.4;   4.0;   10;   0.7;   7;    2.400;  14;   5.5;   4.6;  931.50;   -1.8;   85.00;    1.8;   -5.1;   -8.9;eor
       3379;20100131;   10;  11.1;   3.9;   10;   0.0;   7;    5.500;  15;   6.2;   3.6;  943.10;   -3.8;   79.00;   -1.5;   -5.4;   -8.4;eor
       3379;20100201;   10;  13.8;   4.8;   10;   1.1;   7;    3.200;  14;   6.5;   3.6;  949.60;   -3.0;   75.00;   -1.1;   -4.0;   -6.4;eor
       3379;20100202;   10;  18.5;   6.5;   10;   0.3;   8;    4.700;  17;   6.1;   4.1;  952.80;   -0.2;   69.00;    3.3;   -3.0;   -3.8;eor
       3379;20100203;   10;  21.3;   8.0;   10;   2.7;   6;    0.000;  10;   7.8;   6.1;  948.80;    3.5;   78.00;    4.8;    2.0;    1.0;eor
       3379;20100204;   10;   8.5;   2.6;   10;   0.0;   0;    7.500;   4;   4.8;   5.8;  953.10;    2.8;   78.00;    7.6;   -1.2;   -3.5;eor
       3379;20100205;   10;   5.7;   2.0;   10;   2.3;   8;    0.000;   3;   8.0;   5.6;  947.80;    0.0;   92.00;    2.5;   -1.7;   -1.9;eor
       3379;20100206;   10;   6.9;   2.3;   10;   5.3;   8;    0.000;   3;   8.0;   6.5;  949.60;    1.7;   94.00;    3.1;    0.2;    0.0;eor
       3379;20100207;   10;   5.7;   1.7;   10;   0.0;   7;    0.000;   2;   7.6;   5.6;  954.20;   -0.1;   92.00;    1.0;   -1.8;   -3.3;eor
       3379;20100208;   10;   7.9;   2.9;   10;   0.0;   7;    0.000;   0;   7.8;   4.2;  947.10;   -3.7;   91.00;   -1.8;   -4.6;   -4.4;eor
       3379;20100209;   10;   5.4;   2.5;   10;   0.1;   8;    0.000;   0;   8.0;   4.1;  940.80;   -4.4;   93.00;   -3.9;   -5.1;   -4.7;eor
       3379;20100210;   10;   7.7;   2.4;   10;   8.0;   7;    0.000;   0;   7.9;   3.6;  941.90;   -5.8;   91.00;   -4.3;   -8.2;   -7.8;eor
       3379;20100211;   10;   5.2;   2.0;   10;   5.7;   7;    0.000;  10;   8.0;   3.4;  941.10;   -6.7;   91.00;   -5.0;   -8.4;   -8.4;eor
       3379;20100212;   10;   5.3;   2.3;   10;   0.1;   7;    0.000;  16;   8.0;   3.3;  947.80;   -5.9;   85.00;   -4.4;   -7.2;   -7.2;eor
       3379;20100213;   10;   4.9;   1.9;   10;   0.0;   7;    1.100;  15;   7.9;   3.5;  950.30;   -4.4;   80.00;   -2.4;   -6.4;   -8.1;eor
       3379;20100214;   10;   4.0;   1.7;   10;   0.0;   7;    0.000;  14;   8.0;   3.4;  949.30;   -4.4;   78.00;   -3.8;   -5.0;   -5.4;eor
       3379;20100215;   10;   4.6;   1.8;   10;   0.0;   7;    0.000;  12;   8.0;   3.2;  946.20;   -5.1;   76.00;   -3.7;   -6.1;   -6.3;eor
       3379;20100216;   10;   4.9;   1.9;   10;   0.0;   0;    9.300;  12;   2.1;   3.4;  941.50;   -4.7;   80.00;    1.2;   -9.6;  -15.4;eor
       3379;20100217;   10;   5.4;   1.9;   10;   0.0;   6;    7.600;  10;   5.5;   4.3;  934.70;   -2.0;   81.00;    3.1;   -5.6;   -7.4;eor
       3379;20100218;   10;   5.4;   1.3;   10;   1.0;   6;    1.700;   9;   5.6;   6.1;  938.10;    2.3;   85.00;    9.6;   -4.5;   -7.5;eor
       3379;20100219;   10;  12.7;   2.5;   10;   5.2;   8;    0.000;   5;   7.5;   6.1;  933.30;    1.0;   93.00;    3.3;   -0.8;   -1.8;eor
       3379;20100220;   10;   9.1;   3.1;   10;   0.0;   7;    2.100;   5;   6.0;   5.0;  939.10;    1.0;   76.00;    3.3;   -0.1;   -2.3;eor
       3379;20100221;   10;  11.2;   3.2;   10;   0.0;   0;    9.000;   5;   3.5;   4.0;  941.60;    2.8;   56.00;    7.6;   -0.6;   -3.4;eor
       3379;20100222;   10;   7.4;   2.3;   10;   0.0;   6;    0.800;   4;   6.0;   4.5;  936.60;    4.3;   54.00;   10.6;    0.7;   -2.7;eor
       3379;20100223;   10;  11.2;   3.0;   10;   1.0;   6;    1.700;   3;   6.3;   6.3;  937.00;    7.0;   62.00;   12.2;    1.9;   -1.0;eor
       3379;20100224;   10;   9.2;   2.0;   10;   0.0;   6;    3.900;   0;   5.7;   7.2;  941.60;    7.0;   72.00;   12.8;    2.8;   -0.5;eor
       3379;20100225;   10;   8.9;   3.2;   10;   0.6;   6;    6.900;   0;   6.2;   6.0;  941.10;    8.8;   55.00;   13.9;    5.9;    3.7;eor
       3379;20100226;   10;  20.4;   5.0;   10;   0.1;   6;    0.400;   0;   7.5;   6.6;  938.20;    7.0;   66.00;   10.4;    4.2;    3.1;eor
       3379;20100227;   10;  13.0;   4.0;   10;   0.2;   6;   10.000;   0;   5.0;   3.9;  945.20;    7.0;   42.00;   13.2;    2.6;    0.1;eor
       3379;20100228;   10;  18.1;   4.2;   10;   0.1;   6;    0.500;   0;   6.4;   5.9;  935.60;    9.3;   50.00;   12.7;    5.6;    4.4;eor
       3379;20100301;   10;  16.0;   5.7;   10;   0.0;   0;    9.600;   0;   2.5;   4.8;  948.40;    7.0;   49.00;   11.2;    2.2;   -0.2;eor
       3379;20100302;   10;  10.3;   2.2;   10;   6.3;   8;    0.100;   0;   7.3;   6.1;  957.50;    2.8;   81.00;    6.1;    1.0;   -1.8;eor
       3379;20100303;   10;  10.3;   3.0;   10;   0.0;   0;    6.200;   0;   6.4;   5.5;  957.30;    1.4;   82.00;    5.0;   -1.7;   -3.2;eor
       3379;20100304;   10;   9.6;   3.7;   10;   0.0;   8;    3.500;   0;   7.3;   3.9;  950.60;    0.5;   61.00;    3.7;   -2.2;   -4.3;eor
       3379;20100305;   10;  13.6;   3.6;   10;   0.3;   7;    5.800;   0;   4.1;   2.8;  958.00;   -2.4;   54.00;   -0.3;   -3.6;   -5.4;eor
       3379;20100306;   10;  14.9;   4.9;   10;   3.9;   7;    1.400;   1;   7.5;   4.0;  953.10;   -2.9;   81.00;   -0.5;   -5.4;   -5.5;eor
       3379;20100307;   10;  11.3;   4.2;   10;   0.0;   7;   10.400;   6;   2.6;   3.0;  962.80;   -5.1;   74.00;   -1.5;   -7.8;  -11.2;eor
       3379;20100308;   10;  11.7;   3.3;   10;   0.0;   7;   10.100;   4;   1.2;   2.7;  959.10;   -6.0;   70.00;   -1.1;  -10.9;  -13.9;eor
       3379;20100309;   10;  15.0;   5.4;   10;   0.0;   7;    5.500;   3;   4.8;   2.6;  955.60;   -5.0;   63.00;   -0.6;   -9.4;  -11.2;eor
       3379;20100310;   10;  16.6;   5.9;   10;   0.1;   7;    5.000;   3;   6.3;   3.0;  951.50;   -2.1;   56.00;    2.0;   -5.8;   -6.8;eor
       3379;20100311;   10;   6.2;   2.2;   10;   8.1;   7;    0.000;   1;   7.8;   4.5;  950.00;   -1.8;   85.00;   -0.5;   -3.2;   -3.1;eor
       3379;20100312;   10;   7.5;   2.7;   10;   0.2;   7;   10.000;  11;   4.0;   4.3;  955.20;   -0.7;   75.00;    3.1;   -4.1;   -8.2;eor
       3379;20100313;   10;  12.6;   4.0;   10;   0.0;   7;    0.600;   4;   7.8;   4.9;  960.30;    1.2;   75.00;    4.2;   -1.4;   -1.7;eor
       3379;20100314;   10;  14.1;   5.7;   10;   0.5;   8;    0.200;   2;   7.8;   5.2;  960.30;    2.0;   73.00;    3.7;    1.2;    0.4;eor
       3379;20100315;   10;  14.9;   5.3;   10;   8.6;   8;    0.300;   0;   7.7;   6.0;  960.00;    2.1;   85.00;    4.1;   -0.9;   -0.5;eor
       3379;20100316;   10;  13.1;   4.8;   10;   1.6;   8;    0.100;   0;   7.5;   6.7;  961.80;    3.0;   89.00;    5.0;    1.3;    0.6;eor
       3379;20100317;   10;   9.9;   2.8;   10;   0.0;   0;   10.000;   0;   5.2;   5.1;  965.20;    5.7;   58.00;   10.8;    0.8;   -0.8;eor
       3379;20100318;   10;   6.9;   2.1;   10;   0.0;   0;    9.600;   0;   5.6;   4.4;  962.80;    9.9;   37.00;   17.1;    2.3;    0.0;eor
       3379;20100319;   10;   9.5;   3.0;   10;   0.0;   0;    9.400;   0;   4.3;   4.7;  960.00;   11.7;   35.00;   18.4;    6.6;    3.6;eor
       3379;20100320;   10;  13.0;   3.7;   10;   0.2;   6;    3.000;   0;   6.1;   7.8;  955.30;   13.2;   51.00;   18.6;    9.4;    7.3;eor
       3379;20100321;   10;  16.6;   4.1;   10;   5.2;   6;    0.400;   0;   7.6;  10.4;  955.90;   12.0;   75.00;   15.7;    8.1;    5.8;eor
       3379;20100322;   10;   5.4;   1.8;   10;   0.0;   0;    3.400;   0;   4.9;   8.8;  960.00;    9.4;   76.00;   13.5;    5.2;    3.1;eor
       3379;20100323;   10;   5.8;   2.1;   10;   0.0;   0;   10.400;   0;   2.5;   8.0;  957.90;   10.3;   67.00;   16.4;    4.2;    1.9;eor
       3379;20100324;   10;   7.1;   2.1;   10;   0.0;   0;   11.700;   0;   1.4;   7.8;  952.70;   11.3;   62.00;   19.7;    4.0;    1.3;eor
       3379;20100325;   10;   9.1;   2.6;   10;   0.0;   0;    7.800;   0;   2.4;   6.2;  949.30;   14.9;   41.00;   22.3;    6.4;    3.1;eor
       3379;20100326;   10;  22.3;   5.0;   10;   0.2;   6;    8.300;   0;   4.4;   6.8;  947.60;   13.1;   49.00;   24.0;    6.4;    5.5;eor
       3379;20100327;   10;  13.0;   4.6;   10;   3.5;   6;    6.200;   0;   6.8;   6.7;  948.50;    9.0;   60.00;   13.2;    5.8;    5.0;eor
       3379;20100328;   10;  14.6;   5.2;   10;   0.4;   6;    2.600;   0;   7.3;   7.9;  951.90;    8.3;   73.00;   11.7;    5.8;    4.6;eor
       3379;20100329;   10;   9.1;   3.3;   10;   0.0;   6;    3.800;   0;   6.4;   9.0;  947.70;   12.2;   65.00;   17.3;    8.0;    6.8;eor
       3379;20100330;   10;  16.9;   4.2;   10;   0.0;   6;    7.400;   0;   5.3;   6.4;  937.70;   13.8;   44.00;   21.0;    7.8;    5.7;eor
       3379;20100331;   10;  14.8;   5.1;   10;   0.0;   6;    5.700;   0;   4.9;   5.6;  944.40;    8.0;   54.00;   12.3;    5.5;    3.5;eor
       3379;20100401;   10;   9.9;   3.3;   10;   0.6;   8;    0.600;   0;   5.6;   5.7;  951.80;    3.3;   74.00;    5.7;    1.3;   -0.3;eor
       3379;20100402;   10;   6.6;   1.8;   10;   0.0;   6;   10.500;   0;   3.5;   4.2;  954.80;    5.1;   51.00;   10.7;    0.4;   -1.2;eor
       3379;20100403;   10;   8.4;   2.7;   10;   0.0;   0;    7.500;   0;   5.5;   4.8;  951.40;   10.1;   40.00;   16.0;    3.3;    1.4;eor
       3379;20100404;   10;  12.4;   3.6;   10;   0.6;   6;    1.000;   0;   7.3;   7.1;  953.00;    8.1;   67.00;   10.3;    5.1;    3.2;eor
       3379;20100405;   10;  10.3;   3.3;   10;   0.7;   8;    1.300;   0;   6.1;   6.8;  963.30;    6.4;   72.00;    9.6;    4.3;    1.3;eor
       3379;20100406;   10;   8.6;   2.6;   10;   0.0;   0;   12.500;   0;   0.8;   5.8;  962.80;    7.9;   59.00;   14.6;    0.5;   -2.1;eor
       3379;20100407;   10;   8.7;   2.8;   10;   0.0;   0;   12.500;   0;   0.5;   6.0;  957.70;    9.9;   51.00;   18.3;    2.6;   -0.1;eor
       3379;20100408;   10;   7.2;   1.9;   10;   0.0;   0;   12.500;   0;   0.8;   5.8;  959.90;   10.6;   49.00;   18.3;    2.9;    0.3;eor
       3379;20100409;   10;   8.6;   2.8;   10;   0.0;   0;    9.600;   0;   3.1;   7.9;  965.50;   10.2;   64.00;   16.6;    5.3;    2.8;eor
       3379;20100410;   10;  10.5;   2.9;   10;   0.2;   8;    1.900;   0;   5.6;   5.9;  963.40;    8.1;   55.00;   11.6;    2.1;   -0.7;eor
       3379;20100411;   10;  11.5;   2.8;   10;   1.1;   8;    4.000;   0;   5.0;   5.8;  957.10;    3.9;   72.00;    9.2;    0.3;   -2.0;eor
       3379;20100412;   10;   9.5;   3.2;   10;   0.0;   0;    3.000;   0;   5.8;   6.1;  952.90;    5.3;   69.00;    9.4;    2.6;    1.0;eor
       3379;20100413;   10;   7.8;   2.4;   10;   0.8;   6;    4.500;   0;   6.5;   6.8;  951.10;    7.3;   68.00;   12.7;    2.7;    0.7;eor
       3379;20100414;   10;   7.3;   2.5;   10;  13.7;   6;    0.000;   0;   8.0;   8.3;  950.90;    5.6;   91.00;    7.4;    4.5;    4.1;eor
       3379;20100415;   10;   5.0;   1.9;   10;   0.0;   0;    1.600;   0;   7.1;   7.6;  953.60;    6.4;   80.00;   11.4;    4.1;    3.8;eor
       3379;20100416;   10;   7.2;   2.0;   10;   0.0;   0;    4.000;   0;   5.8;   8.3;  956.10;    9.2;   72.00;   13.6;    4.9;    2.7;eor
       3379;20100417;   10;   8.6;   2.8;   10;   0.0;   0;   11.500;   0;   1.3;   7.3;  957.30;    9.8;   61.00;   15.6;    4.9;    3.4;eor
       3379;20100418;   10;   9.2;   2.3;   10;   4.1;   6;    4.000;   0;   5.2;   7.7;  951.40;    8.7;   68.00;   14.7;    3.4;    0.9;eor
       3379;20100419;   10;   7.9;   2.9;   10;   0.0;   6;   10.600;   0;   2.4;   6.8;  952.10;   13.3;   49.00;   19.6;    7.0;    4.9;eor
       3379;20100420;   10;  16.5;   4.3;   10;   0.0;   6;    7.700;   0;   3.4;   7.6;  953.30;   12.7;   53.00;   17.7;    8.6;    6.7;eor
       3379;20100421;   10;  11.3;   3.7;   10;   0.0;   0;    9.300;   0;   3.3;   6.4;  954.00;    9.6;   55.00;   15.2;    4.2;    1.9;eor
       3379;20100422;   10;   7.2;   2.3;   10;   0.0;   0;   12.700;   0;   3.2;   5.0;  953.60;    8.2;   48.00;   14.5;    2.0;   -0.2;eor
       3379;20100423;   10;   8.0;   2.6;   10;   0.0;   0;   12.000;   0;   4.7;   5.7;  951.80;   10.2;   46.00;   16.7;    2.2;    0.1;eor
       3379;20100424;   10;   8.2;   2.9;   10;   0.0;   0;   13.200;   0;   0.8;   6.8;  957.00;   12.8;   51.00;   20.1;    5.1;    3.1;eor
       3379;20100425;   10;   8.1;   2.1;   10;   0.0;   0;   11.900;   0;   1.9;   9.3;  960.30;   14.8;   57.00;   22.7;    6.1;    3.9;eor
       3379;20100426;   10;  11.3;   3.0;   10;   0.7;   6;    2.500;   0;   5.0;  10.3;  962.40;   13.1;   69.00;   17.1;    8.3;    6.5;eor
       3379;20100427;   10;   7.4;   1.9;   10;   0.0;   0;   10.000;   0;   4.7;   8.5;  963.90;   13.3;   59.00;   19.8;    7.9;    6.3;eor
       3379;20100428;   10;   6.4;   2.0;   10;   0.0;   0;   13.300;   0;   1.6;   7.9;  963.10;   14.1;   54.00;   21.7;    5.5;    3.9;eor
       3379;20100429;   10;   8.6;   1.9;   10;   0.0;   0;   13.000;   0;   2.4;   8.2;  955.60;   17.9;   44.00;   26.6;    7.3;    5.7;eor
       3379;20100430;   10;  10.8;   3.6;   10;  14.5;   6;    6.200;   0;   6.0;  11.8;  951.60;   18.3;   58.00;   24.2;   13.4;   12.1;eor
       3379;20100501;   10;  12.2;   2.3;   10;   6.2;   6;    2.300;   0;   7.5;  12.6;  951.00;   13.7;   80.00;   19.0;   11.1;   10.4;eor
       3379;20100502;   10;   9.3;   2.3;   10;  15.9;   6;    0.100;   0;   7.6;  11.8;  949.10;   10.8;   91.00;   14.5;    8.4;    8.3;eor
       3379;20100503;   10;   5.7;   2.0;   10;   2.7;   6;    0.200;   0;   7.5;  10.1;  949.80;   10.0;   82.00;   13.7;    7.5;    7.1;eor
       3379;20100504;   10;   8.9;   3.5;   10;   6.2;   6;    0.000;   0;   8.0;  11.3;  950.90;    9.6;   95.00;   10.6;    7.9;    7.9;eor
       3379;20100505;   10;  13.3;   4.6;   10;   0.9;   6;    0.000;   0;   8.0;  10.6;  946.30;    9.2;   91.00;   11.0;    7.3;    7.4;eor
       3379;20100506;   10;   7.8;   2.6;   10;   9.5;   6;    0.000;   0;   8.0;  10.2;  940.10;    8.7;   90.00;   10.1;    6.9;    6.4;eor
       3379;20100507;   10;   9.6;   2.9;   10;   0.8;   6;    0.200;   0;   7.5;   8.3;  945.90;    7.9;   78.00;   11.4;    5.0;    4.6;eor
       3379;20100508;   10;   6.4;   2.0;   10;   0.0;   6;    3.200;   0;   6.3;   9.5;  948.10;   10.8;   74.00;   15.2;    6.9;    5.6;eor
       3379;20100509;   10;  14.1;   1.9;   10;   4.4;   6;    9.200;   0;   5.1;   9.6;  947.40;   11.9;   72.00;   18.7;    4.4;    3.2;eor
       3379;20100510;   10;  12.1;   1.7;   10;   8.4;   8;    1.500;   0;   7.3;  11.7;  945.70;   11.9;   85.00;   16.9;    8.6;    7.3;eor
       3379;20100511;   10;  17.8;   3.2;   10;   1.2;   6;   10.900;   0;   5.4;  12.1;  943.60;   14.3;   76.00;   21.8;    6.9;    5.8;eor
       3379;20100512;   10;   6.4;   2.5;   10;   0.2;   6;    0.300;   0;   7.2;  10.8;  946.70;   12.5;   75.00;   15.4;   10.4;    9.2;eor
       3379;20100513;   10;   8.0;   3.0;   10;  11.0;   6;    0.000;   0;   8.0;  10.5;  946.60;    8.9;   92.00;   11.2;    7.0;    7.1;eor
       3379;20100514;   10;   5.9;   2.3;   10;   1.8;   6;    0.100;   0;   8.0;   9.4;  947.80;    7.6;   90.00;   10.4;    6.3;    6.4;eor
       3379;20100515;   10;   8.4;   2.6;   10;   0.0;   6;    0.000;   0;   7.8;   8.6;  947.80;    7.1;   85.00;    8.4;    5.9;    5.0;eor
       3379;20100516;   10;  12.2;   4.3;   10;   0.0;   6;    0.000;   0;   7.9;   8.2;  953.80;    8.4;   75.00;   11.7;    6.0;    5.8;eor
       3379;20100517;   10;  13.6;   4.2;   10;   0.1;   6;    7.500;   0;   6.3;   8.7;  959.10;   11.3;   66.00;   16.3;    7.9;    6.8;eor
       3379;20100518;   10;  14.9;   4.2;   10;   0.2;   6;    3.500;   0;   6.1;   8.2;  962.40;    8.6;   73.00;   11.9;    5.9;    4.1;eor
       3379;20100519;   10;  12.3;   4.2;   10;  10.2;   6;    3.700;   0;   6.4;   8.0;  962.00;    7.5;   78.00;   11.1;    4.5;    2.6;eor
       3379;20100520;   10;   9.3;   3.5;   10;   4.7;   6;    0.000;   0;   8.0;  10.1;  964.40;    8.0;   94.00;    9.4;    6.2;    6.0;eor
       3379;20100521;   10;   6.7;   2.4;   10;   0.4;   6;    2.100;   0;   7.0;  11.6;  964.90;   11.2;   87.00;   15.3;    8.5;    8.3;eor
       3379;20100522;   10;   7.1;   2.0;   10;   1.4;   6;    5.800;   0;   5.9;  12.1;  962.00;   14.4;   75.00;   20.2;   10.3;    9.5;eor
       3379;20100523;   10;   7.8;   2.4;   10;   0.0;   0;   11.800;   0;   2.3;  11.5;  959.00;   15.5;   68.00;   21.6;    9.3;    7.6;eor
       3379;20100524;   10;  11.0;   3.3;   10;   0.0;   0;   14.600;   0;   2.3;  10.4;  954.00;   18.9;   51.00;   25.7;   11.1;    8.9;eor
       3379;20100525;   10;  14.1;   3.8;   10;   0.4;   6;    9.800;   0;   3.4;  12.2;  950.40;   20.8;   51.00;   26.9;   15.5;   13.1;eor
       3379;20100526;   10;  10.5;   3.3;   10;  12.9;   6;    3.500;   0;   6.6;  13.6;  948.00;   17.9;   68.00;   23.8;   12.9;   12.4;eor
       3379;20100527;   10;   8.9;   2.7;   10;   4.1;   6;    0.700;   0;   7.3;  13.8;  949.50;   14.2;   86.00;   17.4;   12.9;   12.0;eor
       3379;20100528;   10;  17.5;   2.8;   10;  11.5;   8;    9.200;   0;   5.6;  12.8;  953.20;   15.9;   73.00;   21.7;   11.7;    8.4;eor
       3379;20100529;   10;  10.3;   2.1;   10;   5.0;   6;    4.800;   0;   6.0;  13.1;  956.50;   15.6;   75.00;   21.9;   12.2;   11.5;eor
       3379;20100530;   10;  15.8;   4.3;   10;  17.5;   6;    4.500;   0;   6.8;  12.5;  950.20;   14.2;   78.00;   19.1;    9.7;    9.4;eor
       3379;20100531;   10;  14.3;   4.5;   10;  11.0;   6;    0.500;   0;   7.6;   9.8;  951.60;    8.6;   88.00;   10.6;    6.2;    5.7;eor
       3379;20100601;   10;  12.2;   3.7;   10;   2.6;   6;    0.000;   0;   8.0;  11.2;  953.10;   10.5;   89.00;   12.6;    8.5;    8.3;eor
       3379;20100602;   10;  10.2;   3.8;   10;  49.7;   6;    0.000;   0;   8.0;  12.2;  951.90;   10.5;   96.00;   11.1;    9.8;    9.5;eor
       3379;20100603;   10;   8.5;   2.6;   10;   9.5;   6;    0.000;   0;   8.0;  12.7;  954.50;   11.2;   96.00;   12.4;   10.2;   10.2;eor
       3379;20100604;   10;   6.6;   2.1;   10;   0.0;   0;    9.300;   0;   4.0;  12.8;  958.40;   15.7;   75.00;   22.1;   11.1;    9.8;eor
       3379;20100605;   10;   6.6;   2.1;   10;   0.0;   0;   15.300;   0;   0.4;  12.3;  958.80;   17.9;   65.00;   25.6;    8.9;    7.7;eor
       3379;20100606;   10;  17.8;   2.0;   10;   5.6;   6;   13.500;   0;   3.1;  14.6;  953.70;   21.1;   63.00;   29.2;   11.3;   10.2;eor
       3379;20100607;   10;   7.8;   2.5;   10;   0.0;   0;    4.600;   0;   6.8;  16.0;  952.80;   19.2;   73.00;   23.8;   15.6;   14.5;eor
       3379;20100608;   10;   7.2;   1.9;   10;   0.0;   6;    9.400;   0;   4.4;  15.4;  949.00;   20.9;   65.00;   28.3;   14.3;   13.4;eor
       3379;20100609;   10;   8.5;   2.8;   10;   0.0;   0;   13.300;   0;   2.3;  16.4;  947.00;   23.4;   60.00;   29.9;   15.1;   13.9;eor
       3379;20100610;   10;   9.2;   2.6;   10;   0.0;   0;    9.400;   0;   5.0;  12.8;  946.60;   26.4;   40.00;   33.5;   18.6;   17.1;eor
       3379;20100611;   10;   8.9;   2.9;   10;   0.0;   0;   13.500;   0;   2.2;  16.0;  949.20;   22.8;   58.00;   27.2;   19.1;   17.0;eor
       3379;20100612;   10;  11.2;   3.0;   10;   0.5;   6;    7.800;   0;   5.8;  16.5;  950.50;   21.3;   66.00;   25.6;   17.5;   16.5;eor
